Designator,Mid X,Mid Y,Rotation,Layer
C1,131.0,-71.48,90.0,top
D1,129.485,-72.0,180.0,top
L1,146.0,-72.5,0.0,top
R1,129.49,-71.0,0.0,top
U1,130.0,-73.805,180.0,top
